Clc(cc1)cc(CCc2c3nccc2)c1C3=C1CCNCC1	binder2580-ACTIVE
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5cccnc5)c4)n[nH]c2-3)CC1	CHEMBL223219-ACTIVE
CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(Cl)cc2)c2ncc[nH]2)C(=O)N3)CC1	CHEMBL2086760-ACTIVE
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCN(C)CC1	CHEMBL2403849-ACTIVE
C[C@@H]1CC[C@@H]([C@@H](C)C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c2nc(CN3CCOCC3)ccc21	CHEMBL3986017-ACTIVE
Clc1cnc2nc(N3CCN4CCC3CC4)oc2c1	CHEMBL597241-ACTIVE
N=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N	CHEMBL501701-ACTIVE
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C	CHEMBL45816-ACTIVE
C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(N4CCCCC4)cc3)n2)C1	CHEMBL4278321-ACTIVE
O=C(Cc1ccc(OCC[C@@H]2C[C@@H]2C2CCN(c3ncc(Cl)cn3)CC2)cc1F)N1CCC1	CHEMBL4104464-ACTIVE
CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCC3CCCCC3)CC1=O)C2	CHEMBL384000-ACTIVE
O=C(NOCCO)c1ncc2cncn2c1Nc1ccc(I)cc1F	CHEMBL3330653-ACTIVE
CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)c(OCCCOC)n2)C2CC2)C1	CHEMBL3318942-ACTIVE
Cc1nc(N2CCC(O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017588-ACTIVE
COc1cc(OC(C)C)cc(S(=O)(=O)c2ccc3c(c2)O[C@H]2CNCC[C@@H]32)c1	CHEMBL1949930-ACTIVE
O=C1Nc2ncccc2C2(CCN(C(=O)N[C@@H]3CC[C@@H](c4cccc(F)c4F)Cn4c(CC(F)(F)F)cnc43)CC2)O1	CHEMBL1770720-ACTIVE
CC[N+]1(C)Cc2sc(NC(=O)Nc3ccc(Cl)cc3)c(C(N)=O)c2C1	CHEMBL4074914-ACTIVE
CCN1CCc2c(sc(NC(=O)Nc3ccc(Cl)cc3)c2C(N)=O)C1	CHEMBL4062161-ACTIVE
N#Cc1ccc(OCCCN2CC3CN(CCNS(=O)(=O)c4ccc(F)cc4F)CC(C2)O3)cc1	CHEMBL3927915-ACTIVE
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O	CHEMBL1110-ACTIVE
Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1	CHEMBL461571-ACTIVE
c1ccc2cc(NC3=NC[C@@]4(CN5CCC4CC5)O3)ncc2c1	CHEMBL3918431-ACTIVE
Cc1nc(CNC2CCCC2)n(C(C)C)c1-c1ccc(Cl)cc1	CHEMBL562663-ACTIVE
Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C	CHEMBL488436-ACTIVE
Cc1ccc(-c2cc(S(C)(=O)=O)cc(S(=O)(=O)c3cnc(CN)s3)c2)cc1	CHEMBL4515085-ACTIVE
COc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N	CHEMBL4451408-ACTIVE
CCCC[C@@H](CCO)Nc1nc(N)nc2cc(OC)ccc12	CHEMBL4166919-ACTIVE
CN(C/C=C/c1ccc(C(F)(F)F)cc1F)Cc1ccc2c(c1)OCCC2	CHEMBL4065307-ACTIVE
COc1ccc(/C=C/CN(C)Cc2ccc3c(c2)CCCCC3)cc1	CHEMBL3827961-ACTIVE
Cc1ccc(-c2ncc(OC[C@@H]3CCNC3)cc2-c2ccc(C#N)cc2)cc1	CHEMBL3134377-ACTIVE
COc1ccc(C2(c3cccc(-c4cccnc4)c3)CC(OC)C(N)=N2)cc1	CHEMBL2380459-ACTIVE
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3cccc(F)c3)CC2)CC1	CHEMBL1951894-ACTIVE
COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1	CHEMBL1809053-ACTIVE
O=C(N[C@@H]1CN2CCC1CC2)c1cccc2oc(N3CCOCC3)nc12	CHEMBL1271520-ACTIVE
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(C#N)cc3)ccc2c1	CHEMBL1085800-ACTIVE
CCCCOc1ccc(S(=O)(=O)NCCc2c[nH]c3ccccc23)cc1	CHEMBL2440392-ACTIVE
Cc1cc(Cl)cc(-c2cnc3ncn(-c4cc(O)cc(F)c4)c(=O)c3c2CN(C)C[C@@H]2CCCN2)c1	CHEMBL4778342-ACTIVE
C[C@@H]1c2n[nH]cc2CN1C1=NC(NCc2c(F)cccc2C(F)(F)F)c2cccc(C(N)=O)c2N1	CHEMBL4227839-ACTIVE
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1	CHEMBL2207659-ACTIVE
CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)cc1C#N	CHEMBL1836170-ACTIVE
CC(C)c1ccc(CS(=O)(=O)c2ccc([C@]34CNC[C@H]3C4)cc2)cc1	CHEMBL1223600-ACTIVE
Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CCC(N(C)C(=O)N[C@@H](C)c3ccc(C#CC4CC4)c(Cl)c3Cl)CC2)ncn1	CHEMBL4281310-ACTIVE
CC(C)Cc1cc(C(=O)NCC2C3CN(CCC(C)(C)C)CC23)nn1-c1ccccc1	CHEMBL4524656-ACTIVE
CCN1C[C@@H](N(Cc2cc(F)ccc2Cl)c2ccc(C#N)c(Cl)c2)CC1=O	CHEMBL552023-ACTIVE
CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(c2nnc(CN(C)C)o2)CC1	CHEMBL459598-ACTIVE
Cn1nc(N2CCC3(CCN(C[C@H](O)c4ccc(-n5cnnn5)nn4)CC3)C2=O)ccc1=O	CHEMBL4098143-ACTIVE
c1cnc2c(c1)CCCC2N(CCCN1CCNCC1)Cc1nccc2c3ccccc3n(CCN3CCOCC3)c12	CHEMBL3906863-ACTIVE
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2	CHEMBL1950351-ACTIVE
O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC1c1cccnc1	CHEMBL560283-ACTIVE
COc1cccc(-c2cc(NC(=O)CCCN3CCCCC3)[nH]n2)c1	CHEMBL2180840-ACTIVE
CSc1ccc(Oc2ccccc2CN(C)C)cc1	CHEMBL450714-ACTIVE
O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccccn12	CHEMBL4638599-ACTIVE
Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C	CHEMBL510436-ACTIVE
CN1CCN(C(=O)C2CCN(c3nccc4[nH]c(-c5ccc(F)c(F)c5)cc34)CC2)CC1	CHEMBL4757759-ACTIVE
CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(CN(C)C)c(C)n4)n3)cc12	CHEMBL4751083-ACTIVE
NCC1(c2cccc(-c3ccnc4[nH]nc(C(F)(F)F)c34)c2)CCC1	CHEMBL4589844-ACTIVE
NC[C@H](NC(=O)c1ccc(-c2ccc(C(F)(F)F)c(F)c2)[nH]1)c1nc(CO)cs1	CHEMBL4533529-ACTIVE
CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1	CHEMBL3989870-ACTIVE
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(F)c2)cc1	CHEMBL339457-ACTIVE
CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1	CHEMBL2010831-ACTIVE
CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1	CHEMBL1775179-ACTIVE
NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1	CHEMBL1223951-ACTIVE
c1ccc(C(Cc2ccccc2OCC2CC2)N2CCNCC2)cc1	CHEMBL1083706-ACTIVE
CC(C)(C)c1c[nH]c(C2Cc3c([nH]c4ccccc34)C(C3CCOCC3)N2)n1	CHEMBL3775825-ACTIVE
N#Cc1ccc2cc1Oc1cccc(c1)C(c1ccccc1)N1CC[C@@H](NCc3cncn3C2)C1=O	CHEMBL501480-ACTIVE
Cn1cc(NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)c(C(N)=O)n1	CHEMBL4523017-ACTIVE
COc1cnc(OC)c(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2cccc(OC)c2F)c1	CHEMBL4514254-ACTIVE
NC(=O)c1cc(Cl)c2c(Cl)c(C3CC3)n(C3CCCNC3)c2n1	CHEMBL4082422-ACTIVE
CCc1nc2ccc(C3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1	CHEMBL4061747-ACTIVE
COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncccn5)ccc42)C3)cc1	CHEMBL2426677-ACTIVE
CC#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1	CHEMBL2177915-ACTIVE
Cc1cc(-c2nc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)cs2)no1	CHEMBL1086073-ACTIVE
COc1ccccc1N1CCN(CCCCCC(=O)n2c3ccccc3c3ccccc32)CC1	CHEMBL3764650-ACTIVE
CN(C)c1ccc(CC(=O)N[C@@H]2CNC[C@H]2c2ccc(C(C)(F)F)cc2)cc1	CHEMBL4759278-ACTIVE
Cc1ccccc1CN(c1ccc(C#N)c(Cl)c1)[C@H]1CCN(S(C)(=O)=O)C1	CHEMBL601500-ACTIVE
Fc1ccccc1-c1ccc2oc(N3CCN4CCC3CC4)nc2n1	CHEMBL597737-ACTIVE
Nc1ncnc2c1c(-c1ccc3cc[nH]c3c1)cn2-c1ccc(OCCNCCO)cc1	CHEMBL4637728-ACTIVE
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(F)cc3F)C2)nnc1-c1cccnc1	CHEMBL3921885-ACTIVE
CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1	CHEMBL2152903-ACTIVE
CCC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1	CHEMBL1957791-ACTIVE
Cc1nc2ccccc2n1-c1ccc(C(=O)N(C)[C@@H]2CCN(C3CCCCC3)C2)cc1	CHEMBL1836040-ACTIVE
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Br)cc54)CC3)nc2N1	CHEMBL1824031-ACTIVE
CCOCCn1nc(C)c2nc(NC3CCNCC3)nc(Nc3cc(C)ccn3)c21	CHEMBL1097783-ACTIVE
Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)nnn1-c1ccc(F)cc1F	CHEMBL1086098-ACTIVE
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(N4CCCCC4)cc3)ccc2c1	CHEMBL1085336-ACTIVE
CC(=O)NC[C@@H]1OC(=O)N2c3ccc(-c4ccc(C#N)nc4)cc3OC[C@@H]12	CHEMBL1915619-ACTIVE
Cc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6n[nH]c(-c7ccccn7)n6)CC5)cc4)nc3ccn12	CHEMBL445464-ACTIVE
Oc1ccc(Oc2ccnc3cc(-c4cnn(C5CCNCC5)c4)ccc23)cc1	CHEMBL4065208-ACTIVE
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1	CHEMBL321494-ACTIVE
O=C(NC1CCN(C2CCCCC2)CC1)c1noc(-c2ccc(F)cc2F)n1	CHEMBL4750452-ACTIVE
Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)CCC4=O)sc23)c1CN1[C@@H](C)CNC[C@@H]1C	CHEMBL4638458-ACTIVE
COc1c(Nc2ncc(Cl)c(Nc3ccccc3N3CCCS3(=O)=O)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2	CHEMBL3925372-ACTIVE
Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CC[C@@H](N)[C@H](F)CC1	CHEMBL3648680-ACTIVE
CSc1cc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CCCCN3)cc2)ccc1C#N	CHEMBL3261920-ACTIVE
O=C(CCN1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)c1ccc2[nH]c(=O)oc2c1	CHEMBL3186509-ACTIVE
O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ccccn34)CC2)[C@@H](c2cccc(F)c2)C1	CHEMBL2113086-ACTIVE
COc1cc(-c2cn(Cc3cccc(F)c3)nn2)ccc1-n1cnc(C)c1	CHEMBL1818822-ACTIVE
Cc1[nH]c2ccccc2c1CCN1CCc2ccc(/C=C/C(=O)NO)cc2C1	CHEMBL1093362-ACTIVE
Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccc(F)cc3C(F)(F)F)C2)n1C	CHEMBL3975147-ACTIVE
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	CHEMBL1294-ACTIVE
CC1(C)c2cc(C3CCN(CC4CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21	CHEMBL3735648-ACTIVE
c1ccc(C2CC3(N4CCCC4)CNCC2C(c2ccccc2)C3)cc1	CHEMBL3401424-ACTIVE
CC(C)n1nc(C(=O)NCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21	CHEMBL2179702-ACTIVE
FCC[C@@H]1Cc2ccccc2C2(CCC(N3CCN(C4CCCCC4)CC3)CC2)O1	CHEMBL4170683-ACTIVE
Cn1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cc1C#N	CHEMBL4204675-ACTIVE
N=C(Nc1ccc(I)cc1)NC12CC3CC(CC(C3)C1)C2	CHEMBL299499-ACTIVE
O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1	CHEMBL1915083-ACTIVE
CCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CC1	CHEMBL1800168-ACTIVE
Cc1cn2c(N)c(Cl)cc(C(=O)NCC3CCN(CC(C)C)CC3)c2n1	CHEMBL1671898-ACTIVE
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(C)c2ncccc23)CC1	CHEMBL2407173-ACTIVE
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	CHEMBL76-ACTIVE
COc1ccc(CCN(C)CCN2CCN(c3cccc(Cl)c3)C2=O)cc1OC	CHEMBL554693-ACTIVE
CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CCC[N+](C)(Cc3cccc(O)c3)C2)cc1	CHEMBL540359-ACTIVE
Cc1ccc2nc3c(n2c1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3	CHEMBL256658-ACTIVE
Cc1nc(-c2cccc(C(=O)N[C@H]3CC[C@H](CCN4CCc5ccc(S(C)(=O)=O)cc5CC4)CC3)c2)no1	CHEMBL244083-ACTIVE
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C1CC1	CHEMBL2207661-ACTIVE
O=C(N[C@@H]1COc2cccc(-c3ccncc3)c2C1)c1ccc(OC(F)(F)F)cc1	CHEMBL2069407-ACTIVE
Cc1cccc(Nc2nc(N[C@@H]3CCCNC3)ncc2C(N)=O)c1	CHEMBL1834757-ACTIVE
O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccn1	CHEMBL1289503-ACTIVE
Cc1nc(C)c(-c2nnc(SCCCN3CCC4(CCc5ccc(Cl)cc54)C3)n2C)s1	CHEMBL1258834-ACTIVE
CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2cc[nH]n2)CC3)cc1	CHEMBL1080046-ACTIVE
CN1CCC(c2noc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3N[C@H](CO)c3ccccc3)n2)CC1	CHEMBL4778959-ACTIVE
FC(F)(F)Oc1ccc(Oc2ccc(CN3CCC4(CCCCO4)CC3)cc2)cc1	CHEMBL4292051-ACTIVE
Oc1cc(-c2cn[nH]c2)ccc1-c1ccc(N2C[C@@H]3CNC[C@@H]3C2)nn1	CHEMBL4286715-ACTIVE
Brc1ccc2c(NC3=NC[C@@]4(CN5CCC4CC5)O3)ncnn12	CHEMBL3897030-ACTIVE
c1ccc(-n2cc(-c3ccnc4ccccc34)cn2)cc1	CHEMBL2022867-ACTIVE
CCN1C[C@H](c2ccc(-c3cccc(NS(C)(=O)=O)c3)cc2)[C@@H](NS(=O)(=O)C(C)C)C1	CHEMBL1290058-ACTIVE
O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1	CHEMBL1289283-ACTIVE
Cc1cc(Cl)c2c(C(=O)OCC34CCN(CC3)CC4)c[nH]c2c1	CHEMBL3916655-ACTIVE
Cn1cccc1CNC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1	CHEMBL550455-ACTIVE
COc1cc(C(=O)N2C[C@@H](n3cc(C4CC4)nn3)C[C@H]2C(=O)NCC(c2ccccc2)c2ccccc2)ccc1CN	CHEMBL4476255-ACTIVE
CC(C)CN1C[C@H](Cc2ccc(Cl)cc2)N(C2CCN(c3n[nH]c(N)n3)CC2)C[C@@H]1C	CHEMBL4206372-ACTIVE
CCN(c1ncc(C(N)=O)c2sc(-c3ccccc3)cc12)[C@H]1CCCNC1	CHEMBL4079391-ACTIVE
O=C(Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2)NC1CC1	CHEMBL3099945-ACTIVE
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1	CHEMBL1818341-ACTIVE
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O	CHEMBL1630-ACTIVE
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3	CHEMBL70099-ACTIVE
CNc1cc(F)cc2cc(C(=O)Nc3ccc(CO)cc3CN(CCO)C3CCCCC3)c(=O)[nH]c12	CHEMBL4755340-ACTIVE
N#CC=C1CCN(c2ccc(N3C[C@H](Cn4cc(F)nn4)OC3=O)cc2F)CC1	CHEMBL2324511-ACTIVE
C[S+]([O-])c1ccc(-c2cnc3ccc(Nc4cccc(S(C)(=O)=O)c4)nn23)cc1	CHEMBL4465203-ACTIVE
CC(C)c1ccccc1C(=O)N(CC1CCCC1)[C@H]1CCNC1	CHEMBL550402-ACTIVE
O=C(CC1CCN(Cc2ccc(-c3ccc(Cl)cc3)o2)CC1)N1CCCC(CO)C1	CHEMBL564674-ACTIVE
Cc1noc([C@H]2C[C@@H]2C(=O)NCc2ccc(-c3cccc(OC(F)(F)F)c3)c3c2CN(C(=O)NC(C)(C)C)CC3)n1	CHEMBL3734797-ACTIVE
CC(C)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(C(=O)O)c1ccc(Br)cc1	CHEMBL3115192-ACTIVE
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccc(F)cc1Cl	CHEMBL4076401-ACTIVE
CCC(CC)CNc1c(C(N)=O)cnc2ccc(C#N)cc12	CHEMBL4593348-ACTIVE
COCCCN1CCC(c2nnc(-c3cccc4cc(C(C)C)nn34)o2)CC1	CHEMBL4215911-ACTIVE
CCc1nc2c(C)cc(C)nn2c1Cc1ccc(/C=C/CN2CCN(C(C)C)CC2)cc1	CHEMBL4205308-ACTIVE
CCN1C(=O)c2nc(Cc3ccccc3)n(Cc3ccccc3)c2N2CC3(CCc4ccccc43)N=C12	CHEMBL1778033-ACTIVE
CSc1ccccc1C(=O)N(C1CCCCC1)[C@H]1CCNC1	CHEMBL553395-ACTIVE
Cc1ccc2nc(CN3CCN(C(=O)CC(c4ccccc4)c4ccc(F)cc4)CC3)oc2c1	CHEMBL1645172-ACTIVE
O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2o1	CHEMBL194564-ACTIVE
O=C(CCCCCN1C(=O)c2ccccc2N(Cc2ccccc2)C(=O)[C@@H]1Cc1ccccc1)NO	CHEMBL391514-ACTIVE
Cc1nnc(-c2nn(C)c3ccc(Nc4nccc(-c5cc(CN(C)C)n(C)n5)n4)cc23)o1	CHEMBL4784088-ACTIVE
Oc1ccc(CN2CC(CNc3ccccc3)C3(C2)CN(c2ccccc2)C3)cc1	CHEMBL4743418-ACTIVE
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1	CHEMBL4205416-ACTIVE
COc1cccnc1Cn1ccc2nc(N)nc(OCc3ncc(C)o3)c21	CHEMBL4074704-ACTIVE
Clc1ccc(Cn2cc(NCCN3CCCCC3)nn2)cc1Cl	CHEMBL3417058-ACTIVE
CC[C@@]1(c2cccc(C(N)=O)c2)[C@H]2CN(CC3(O)Cc4ccccc4C3)C[C@H]21	CHEMBL3219615-ACTIVE
CCCOC(c1ccc(Cl)c(Cl)c1)C1CNC1	CHEMBL2171415-ACTIVE
CC(C)(CN)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1	CHEMBL203045-ACTIVE
COc1cccc2c1nc(N)n1nc(CN3CCN(c4ccncc4)C[C@H]3C)nc21	CHEMBL3596509-ACTIVE
O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1cccnc1	CHEMBL565073-ACTIVE
NC1=NC2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1OCC21CC1	CHEMBL3703237-ACTIVE
CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(Oc3ccccc3)cc2)cc1	CHEMBL4453475-ACTIVE
O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccco1	CHEMBL3946995-ACTIVE
CNCC[C@@H](Oc1ccccc1C)c1ccccc1	CHEMBL641-ACTIVE
CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(CS(C)(=O)=O)cc3)cc12	CHEMBL4519670-ACTIVE
CN1CCOc2c1cnn1c(-c3ccc4ccc(Cl)c(NCC5(F)CCNCC5)c4n3)nnc21	CHEMBL4483071-ACTIVE
Cc1cc(CNc2nc(N)nc3ccn(Cc4ncccc4F)c23)no1	CHEMBL4099725-ACTIVE
CC(C)CS(=O)(=O)n1ccc2c(-c3ccc(C(F)(F)F)cc3)cc(N3CCN(C)CC3)nc21	CHEMBL3797717-ACTIVE
Cc1cc([C@H]2C[C@H]3[C@@H](C)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1	CHEMBL3422242-ACTIVE
CCOc1nc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ccc(F)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)O	CHEMBL3408617-ACTIVE
O=C(NOCCO)c1ccn2cncc2c1Nc1ccc(I)cc1F	CHEMBL3330652-ACTIVE
COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1	CHEMBL3305005-ACTIVE
COCCN1CCC[C@@H](Cn2c(-c3ccccc3C)nc3cc(-c4ccc(Cl)cc4)sc3c2=O)C1	CHEMBL3218648-ACTIVE
COc1cc(-c2cn([C@H]3C[C@@H](C(C)(C)C)CCN(CC(C)(C)C)C3=O)nn2)ccc1-n1cnc(C)c1	CHEMBL2017577-ACTIVE
Cc1ccc(Cn2c(C3CNCCO3)nc3ccccc32)cc1C	CHEMBL1935443-ACTIVE
CCOCCn1c([C@@H]2CCCN(C3CCOCC3)C2)nc2ccccc21	CHEMBL1095202-ACTIVE
c1ccc2sc(Oc3ccc(CCN4CCCCC4)cc3)nc2c1	CHEMBL470753-ACTIVE
O=C(O)C1CN(Cc2ccc3c(c2)CCc2c-3noc2-c2onc(-c3ccccc3)c2C(F)(F)F)C1	CHEMBL3959509-ACTIVE
O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1	CHEMBL3764774-ACTIVE
O=c1c2cc(-c3ccc(Cl)cc3)cn2ncn1-c1ccc(N2CCC(N3CC(O)C3)C2)nc1	CHEMBL3618334-ACTIVE
NC[C@H]1C[C@@H]1c1cc(Cl)ccc1OCCF	CHEMBL3416055-ACTIVE
COc1cnc2ccc(=O)n(CCN3CCC(c4c[nH]c5ccc(C#N)cc45)CC3)c2c1	CHEMBL3319003-ACTIVE
Clc1nccc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c12	CHEMBL3237444-ACTIVE
CNc1nc(NCCCN(C)C)c2sc(-c3ccc4nonc4c3)cc2n1	CHEMBL3120293-ACTIVE
CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4c(c3)c3ccccc3n4C(N)=O)CC2)c2ccccc21	CHEMBL1934130-ACTIVE
COc1ccc2ncc(Cl)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1	CHEMBL1927163-ACTIVE
Cc1ccc2cccc(NC(=O)[C@]3(O)CC[C@@H](NCc4cc5c(cn4)OCCO5)CC3)c2n1	CHEMBL1926867-ACTIVE
CNC[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1	CHEMBL1642908-ACTIVE
COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1	CHEMBL1235773-ACTIVE
NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2CCCCC2)c1	CHEMBL1223816-ACTIVE
C[C@H](c1c(CCN(C)C)sc2ccccc12)n1cccn1	CHEMBL1093058-ACTIVE
Cc1ccc(-c2ccc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)s2)s1	CHEMBL1085124-ACTIVE
C[C@@H]1CCCN1CCc1ccc2nc(-c3nc4ccccc4s3)ccc2c1	CHEMBL1083562-ACTIVE
N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccnc4ccccc34)CC1)C2	CHEMBL85606-ACTIVE
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	CHEMBL502-ACTIVE
