COc(cc(cc1)Cl)c1Oc(ccc(Cl)c1)c1Cl	nonbinder1-inactive
COC(c(cc(cc1)S(N)(=O)=O)c1OC)=O	nonbinder1281-inactive
Cc(cc1)cc(C)c1/N=C/N(C)/C=N/c1c(C)cc(C)cc1	nonbinder1282-inactive
Cc(cc1)cc(C)c1N=CNC	nonbinder1283-inactive
OC(C=Cc(cc1)cc(O)c1O)=O	nonbinder1284-inactive
CCOC(c1cncn1C(C)c1ccccc1)=O	nonbinder1285-inactive
Cc1c(CCOc2ccc(CN(CC(O)=O)C(Oc(cc3)ccc3OC)=O)cc2)nc(-c2ccccc2)o1	nonbinder1286-inactive
CCCCCc(cc1)ccc1N	nonbinder1287-inactive
[O-][N+](c(cc(cc1)N(CCO)CCO)c1NCCO)=O	nonbinder1288-inactive
O=C(CCC1)c2c1c1ccc(cccc3cc4)c3c1c4c2	nonbinder1290-inactive
CC(C)(C(C)(C)C#N)C#N	nonbinder1291-inactive
CC(OCC1OC(C2O)OC(C(CO3)C(C4c(cc5OC)cc(OC)c5O)C3=O)c3c4cc4OCOc4c3)OC1C2O	nonbinder1292-inactive
CC(C(NC(CNC(CC(CCCN)N)=O)C(N/C(/C(NC(C1NC(N)=NCC1)C(NCC1N)=O)=O)=C/NC(N)=O)=O)=O)NC1=O	nonbinder1293-inactive
CC(C)(C)C(C(N1N)=O)=NNC1=S	nonbinder1294-inactive
CS(c(cc1)c(COCC(F)(F)F)c(Cl)c1C(C(C(CCC1)=O)C1=O)=O)(=O)=O	nonbinder1295-inactive
CCCCCCCCCCCC(N(CC)CC)=O	nonbinder1296-inactive
CC(Cn1c([N+]([O-])=O)cnc1C)O	nonbinder1297-inactive
CC(C)(C)OC(c(cccc1)c1C(O)=O)=O	nonbinder1298-inactive
CC1C(C)(C)C(C(CCC2)=O)=C2C1(C)C	nonbinder1299-inactive
CC(C)(C)C(OCOC(C(C(C)(C)SC1C2NC(C(c3ccccc3)N)=O)N1C2=O)=O)=O	nonbinder1300-inactive
COP(OC)(Oc(cc1)ccc1Sc(cc1)ccc1OP(OC)(OC)=S)=S	nonbinder1301-inactive
N#CCCOCCOCCC#N	nonbinder1302-inactive
CCCCNC(NS(c(cc1)ccc1N)(=O)=O)=O	nonbinder1303-inactive
COC(c(cc(cc1)Cl)c1OC)=O	nonbinder1304-inactive
COC(C(CC1)CCC1C(OC)=O)=O	nonbinder1305-inactive
CCC(C(N)=O)N(CCC1)C1=O	nonbinder1307-inactive
CC(N1c(cccc2)c2Cl)=Nc(cccc2)c2C1=O	nonbinder1308-inactive
CC(C)(C)c1nnc(N(C)C(NC)=O)s1	nonbinder1309-inactive
CC(C)c(cc1)ccc1NC(N(C)C)=O	nonbinder1310-inactive
Fc(c(F)c(c(Br)c1F)F)c1F	nonbinder1311-inactive
OC(CCNC(c1ccccc1)=O)=O	nonbinder1312-inactive
C1Cc2nccnc2CC1	nonbinder1313-inactive
CCCCC(CC)COC(OOC(C)(C)C)=O	nonbinder1314-inactive
CC(CCO)CC(C)(C)C	nonbinder1315-inactive
Cc1cc(NC(C(N(C)S(c2c3cccc2)(=O)=O)=C3O)=O)no1	nonbinder1316-inactive
CCCC(C(CC)=CC(CC)=C1)N1c1ccccc1	nonbinder1317-inactive
CCCSP(OCC)(Oc(ccc(Cl)c1)c1Cl)=S	nonbinder1318-inactive
OC(Cc(cccc1)c1Oc(ccc(Cl)c1)c1Cl)=O	nonbinder1319-inactive
CC(/C(/C)=N/OC(NC)=O)S(C)(=O)=O	nonbinder1320-inactive
CCn1nc(C)c(N=C(CN2)c(cc3)ccc3O)c1C2=O	nonbinder1321-inactive
CC(C)(C)C(C(N1)=O)=NN=C1SC	nonbinder1322-inactive
CCC(CC1)(C(CC2)C(CC3)C1C(CC1)C3=C/C1=N/O)C2(C#C)OC(C)=O	nonbinder1323-inactive
CC(C)Oc(cc1)cc(OC=C2c3ccccc3)c1C2=O	nonbinder1324-inactive
C=CC(OCC(CO)(COC(C=C)=O)COC(C=C)=O)=O	nonbinder1325-inactive
CC(C)N(Cc1ccccc1)C(C(C)(C)C)=O	nonbinder1326-inactive
O=C(c(c(F)ccc1)c1F)NC(Nc(cc1)ccc1Cl)=O	nonbinder1327-inactive
CCCSP(OCC)(Oc(cc1)ccc1SC)=S	nonbinder1328-inactive
COP(OC)(SCN(c(c(O1)c2)ncc2Cl)C1=O)=O	nonbinder1330-inactive
O=C(C(c(cc1)ccc1Br)=O)c(cc1)ccc1Br	nonbinder1331-inactive
NS(c(cc1)ccc1NC(CCC(O)=O)=O)(=O)=O	nonbinder1332-inactive
CC(C)CC(C(O)=O)NC(OCC1c(cccc2)c2-c2c1cccc2)=O	nonbinder1333-inactive
CNC(Nc(cc1)cc(Cl)c1Cl)=O	nonbinder1334-inactive
COc(c(OC)c1)cc(C2(CC3)C4C5C(C6)OCC=C7C5CC2N3C7)c1N4C6=O	nonbinder1335-inactive
CCCCCCC(CCCCCC/C=C/CC(C(C(CO)(C(O)=O)N)O)O)=O	nonbinder1336-inactive
CN(c1c(c2cn3C(C4O)OC(CO)C4O)c3ncn1)N=C2N	nonbinder1337-inactive
O=P1Oc(cccc2)c2-c2c1cccc2	nonbinder1338-inactive
CC(c(cc(C(C)(C)C)cc1C(C)(C)C)c1O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O	nonbinder1339-inactive
CC(C)NP(OC)(Oc(ccc(C)c1)c1[N+]([O-])=O)=S	nonbinder1340-inactive
CO/N=C(\c(cccc1)c1Oc(ncnc1Oc(cccc2)c2Cl)c1F)/C1=NOCCO1	nonbinder1341-inactive
CC(Nc(cc1)ccc1OCCOCCOc(cc1)ccc1NC(C)=O)=O	nonbinder1342-inactive
NC(C(CC(C1)C2)(CC1C1)CC12O)C(N(C(C1)C1C1)C1C#N)=O	nonbinder1343-inactive
CCCCNC1CC(C)(C)NC(C)(C)C1	nonbinder1344-inactive
O=C(C(F)(F)F)Nc(cc1)cc(C2)c1-c1c2cccc1	nonbinder1346-inactive
CCCCCC(/C=C/C(C(C/C=C/CCCC(O)=O)C(C1)=O)C1O)O	nonbinder1347-inactive
CN(C(C(Nc1ncccc1)=O)=C(c1c2cccc1)O)S2(=O)=O	nonbinder1348-inactive
O=C=NCc1cccc(CN=C=O)c1	nonbinder1349-inactive
CC(N1)=Nc(ccc(Cl)c2)c2S1(=O)=O	nonbinder1351-inactive
CC(CC1)OC11C(C)=CCCC1(C)C	nonbinder1352-inactive
CCC(C)c1cc(C(C)(C)C)cc(-n2nc(cccc3)c3n2)c1O	nonbinder1353-inactive
CC(C)(C)c(cc(CCC(OCCOCCOCCOC(CCc(cc1C)cc(C(C)(C)C)c1O)=O)=O)cc1C)c1O	nonbinder1354-inactive
CCCCC(CC)COP(OCC(CC)CCCC)=O	nonbinder1356-inactive
c1cc(-c2ncccc2)ncc1	nonbinder1357-inactive
CC(C)O[Ti](OCCN(CCO)CCO)(OCCN(CCO)CCO)OC(C)C	nonbinder1358-inactive
O=C(c(s1)ccc1Cl)NCC(CN1c(cc2)ccc2N(CCOC2)C2=O)OC1=O	nonbinder1359-inactive
CC(C)NC(N(CC(N1c2cc(Cl)cc(Cl)c2)=O)C1=O)=O	nonbinder1360-inactive
NC(c1nn(C(C2O)OC(CO)C2O)cn1)=O	nonbinder1361-inactive
CC/C=C/CCOC(C)=O	nonbinder1362-inactive
[O-][N+](c(cc1)cc(C(NN2)=O)c1C2=O)=O	nonbinder1363-inactive
CCN(CC)CC(Nc(c(C)ccc1)c1C(OC)=O)=O	nonbinder1364-inactive
CCC(CCC1NCc2cc(N(C)C(C3C4C3)=O)c4cc2OC)NC1c1ccccc1	nonbinder1365-inactive
Cc1nc(cccc2)c2n1Cc(cc1)ccc1Cl	nonbinder1366-inactive
O=C(C(c1ccccc1)c(cc1)ccc1Cl)C(C(c1c2cccc1)=O)C2=O	nonbinder1367-inactive
[O-][n+](cccc1)c1SSc(cccc1)[n+]1[O-]	nonbinder1368-inactive
O=C(C(F)=CN1C2OCCC2)NC1=O	nonbinder1369-inactive
CC(C)(C)NCC(c(cc1Cl)cc(Cl)c1N)O	nonbinder1370-inactive
CN(C(C(Cl)Cl)=O)c(cc1)ccc1OC(c1ccco1)=O	nonbinder1371-inactive
O=S(CC1(Cl)Cl)(CC1(Cl)Cl)=O	nonbinder1372-inactive
CC(c1cccc(C(C)=C)c1)=C	nonbinder1373-inactive
OC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O	nonbinder1374-inactive
NCCC(C(NC(CC(C(C1O)OC(C(C2O)O)OC(CN)C2O)N)C1OC(C(C1N)O)OC(CO)C1O)=O)O	nonbinder1375-inactive
NS(c(cccc1)c1OC(F)(F)F)(=O)=O	nonbinder1376-inactive
C/C=C(\C)/C(OCc1ccccc1)=O	nonbinder1377-inactive
CC(C)(C)CC(C)(C)c(cc1)cc(Cc(ccc(Cl)c2)c2Cl)c1O	nonbinder1378-inactive
CC(C)(C)NCCOC(C(C)=C)=O	nonbinder1379-inactive
C=CCN(CC=C)C(C(Cl)Cl)=O	nonbinder1381-inactive
CCCCCc1ccco1	nonbinder1382-inactive
O=P1(NCCCl)OCCCN1CCCl	nonbinder1383-inactive
CC(CC(C(CCC(C1(C)C=C2)=CC2=O)C11F)C2(C)CC1O)C2(C(CO)=O)O	nonbinder1384-inactive
CC(CC/C=C(\C)/CCC=C(C)C)(C=C)O	nonbinder1385-inactive
CC(C)(C)C(C(n1cncc1)Oc(cc1)ccc1Cl)=O	nonbinder1386-inactive
[O-][N+](c1cnc(NC(c2cccs2)=O)s1)=O	nonbinder1387-inactive
CC(C)(c(cc1)ccc1Oc(cc1)cc(C(O2)=O)c1C2=O)c(cc1)ccc1Oc(cc1)cc(C(O2)=O)c1C2=O	nonbinder1388-inactive
CC1=C(CC(O)=O)c(cc(cc2)F)c2/C1=C/c(cc1)ccc1S(C)=O	nonbinder1389-inactive
CC(c1c(C)nc(C)s1)=O	nonbinder1390-inactive
CCNC(C(CCC1)N1C(C(CCCNC(N)=N)NC(C(CC(C)C)NC(CNC(C(Cc(cc1)ccc1O)NC(C(CO)NC(C(Cc1c[nH]c2c1cccc2)NC(C(Cc1cnc[nH]1)NC(C(CC1)NC1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O	nonbinder1391-inactive
CCc1nc(OCC)cc(OP(OC)(OC)=S)n1	nonbinder1392-inactive
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]	nonbinder1393-inactive
CC(CC1)(C(CC2)C(CC3)C1C(C)(CC1)C3CC1(C)O)C2C(C)=O	nonbinder1394-inactive
CC(CCC1C(C)(C)S)CC1=O	nonbinder1395-inactive
CN(C)CCCN(C)CCCN(C)C	nonbinder1396-inactive
OC(CN(c1c2cccc1)c(cccc1)c1C2=O)=O	nonbinder1397-inactive
O=C=NCC1CC(CN=C=O)CCC1	nonbinder1398-inactive
OCc1ccc(C(NCC(O)=O)=O)o1	nonbinder1399-inactive
O=C(CCCCl)c(cc1)ccc1F	nonbinder1400-inactive
c1coc(-c2nc(cccc3)c3[nH]2)c1	nonbinder1401-inactive
CC(C)Oc(cc1)ccc1NC(N(CC1)CCN1c(c1c2)ncnc1cc(OCCCN1CCCCC1)c2OC)=O	nonbinder1402-inactive
CC(CSC1C2NC(C(C3=CCC=CC3)N)=O)=C(C(O)=O)N1C2=O	nonbinder1403-inactive
CCN(C=C1C(O)=O)c(nc(C)cc2)c2C1=O	nonbinder1404-inactive
CCOC(C(N(C)N=C1)=O)=C1N1CCOCC1	nonbinder1405-inactive
Cc(oc1c2C)cc1cc(C(C)=C1)c2OC1=O	nonbinder1406-inactive
CC(C)(C)C(CSC)=NOC(NC)=O	nonbinder1407-inactive
CCCOc1cc(CCC(C2CC3)C4CCC2(C)C3OC)c4cc1	nonbinder1408-inactive
CN(C(C(N1C)O)O)C1=O	nonbinder1409-inactive
OCN(C(C(N1)=O)NC(NCNC(NC(C(N2)=O)N(CO)C2=O)=O)=O)C1=O	nonbinder1410-inactive
CCCC(C)C(OCC)=O	nonbinder1411-inactive
Nc(cc1)cc(C(F)(F)F)c1[N+]([O-])=O	nonbinder1412-inactive
CCOC(c(cc1)cc(O)c1O)=O	nonbinder1413-inactive
OC1(CCNCC1)c(cc1)ccc1Cl	nonbinder1414-inactive
CC1(C)C(C)(C)C1C(OC(c1cc(Oc2ccccc2)ccc1)C#N)=O	nonbinder1415-inactive
Nc1c(-c2ccccc2)nc(c(N)nc(N)n2)c2n1	nonbinder1417-inactive
CCNC(C(CC(C)CC1)C1C(C)C)=O	nonbinder1418-inactive
CC(C)OC(c1cc(c(OCC(CNC(C)(C)C)O)ccc2)c2[nH]1)=O	nonbinder1419-inactive
NC(Nc1c2ncn1CCC(CO)CO)=NC2=O	nonbinder1420-inactive
CC(CO)Oc1ccccc1	nonbinder1421-inactive
OCCN1CN(CCO)CN(CCO)C1	nonbinder1422-inactive
CCOP(OCC)(SCS(CC)(=O)=O)=S	nonbinder1423-inactive
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C	nonbinder1424-inactive
CC(C)C(CC1)CCC1O	nonbinder1425-inactive
[O-][N+](c(c1cccnc11)ccc1O)=O	nonbinder1426-inactive
O=C(c1ccco1)N1CCNCC1	nonbinder1427-inactive
CC(c(cc1)cc(C(N)=O)c1O)=O	nonbinder1428-inactive
CCCC(Nc(cc1)cc(C(C)=O)c1O)=O	nonbinder1429-inactive
C=CC(OCCN(C(N(CCOC(C=C)=O)C(N1CCOC(C=C)=O)=O)=O)C1=O)=O	nonbinder1430-inactive
OC(C/C(/C(O)=O)=C\C(O)=O)=O	nonbinder1431-inactive
NCCC(O)(P(O)(O)=O)P(O)(O)=O	nonbinder1432-inactive
CCC(CC)Nc(c([N+]([O-])=O)cc(C)c1C)c1[N+]([O-])=O	nonbinder1433-inactive
CC(C)OC(/C=C(\C)/C=C/CC(C)CCCC(C)(C)OC)=O	nonbinder1434-inactive
CC(C)(C)c(cc(C)c(CN(C(N(Cc1c(C)c(O)c(C(C)(C)C)cc1C)C(N1Cc2c(C)c(O)c(C(C)(C)C)cc2C)=O)=O)C1=O)c1C)c1O	nonbinder1435-inactive
CC(C)(C)NCCNC(C)(C)C	nonbinder1436-inactive
CCCC(CC1)CCC1=O	nonbinder1437-inactive
COc(cc(c(C(c1ccccc1)=O)c1)O)c1S(O)(=O)=O	nonbinder1438-inactive
NC(COP(O)(O)=O)C(O)=O	nonbinder1439-inactive
C=CC(OCCOCCOC(C=C)=O)=O	nonbinder1440-inactive
CC(C(O)=O)c(cc1)ccc1C(c1cccs1)=O	nonbinder1441-inactive
Cc(cc1)ccc1S(N=C=O)(=O)=O	nonbinder1442-inactive
CC(Nc(cc1)cc(OC)c1C(OC)=O)=O	nonbinder1443-inactive
Nc1c2ncn(C3OC(CO)CC3)c2ncn1	nonbinder1444-inactive
CC(C)(C1)CC(C)(CN=C=O)CC1N=C=O	nonbinder1445-inactive
CC(C)N(C(C)C)c1ccccc1	nonbinder1446-inactive
CCCCCCc(cc1)ccc1-c(cc1)ccc1C#N	nonbinder1447-inactive
CC(C)NC(NC(C)C)=O	nonbinder1448-inactive
Cc(cc(cc1)OC)c1Nc1ccccc1	nonbinder1449-inactive
CCC1(CC(O)=O)OCCc2c1[nH]c1c2cccc1CC	nonbinder1450-inactive
CCc1cccc2c1[nH]cc2CCO	nonbinder1451-inactive
CC(N1N)=NN=C(c2ccccc2)C1=O	nonbinder1452-inactive
Cc(c(Br)c(c(Br)c1)OC)c1Br	nonbinder1453-inactive
C=CCc(cc(cc1)S(c(cc2)cc(CC=C)c2O)(=O)=O)c1O	nonbinder1454-inactive
CCCCc1c(C)nc(NCC)nc1OS(N(C)C)(=O)=O	nonbinder1455-inactive
CC1(C)c(c2ccccc2cc2)c2N=C1C	nonbinder1456-inactive
CC(C)(c(cc1Br)cc(Br)c1OCCO)c(cc1Br)cc(Br)c1OCCO	nonbinder1457-inactive
CCOC(c(cc1)ccc1NC(CN1CCCCC1)=O)=O	nonbinder1458-inactive
CN(C(c(cc1)c2cc1[N+]([O-])=O)=O)C2=O	nonbinder1459-inactive
Cc1cccc(s2)c1n1c2nnc1	nonbinder1460-inactive
CCOc(cc(c(OCC)c1)OCC)c1C(CCC(O)=O)=O	nonbinder1461-inactive
CC(C)(C(O)=O)Oc1ccc(CCNC(c(cc2)ccc2Cl)=O)cc1	nonbinder1462-inactive
Clc1cccc(Cl)c1NC1=NCCN1	nonbinder1463-inactive
CC(C)(C)NCC(COc1c(CC(C(C2)O)O)c2ccc1)O	nonbinder1464-inactive
Oc1c(C2CCCCC2)cc(C2(CCCCC2)c(cc2)cc(C3CCCCC3)c2O)cc1	nonbinder1465-inactive
CC(C)C1C=CC(C)=CC1	nonbinder1466-inactive
CC(OC(C(c(cc1)ccc1OC)Sc(cccc1)c1N1CCN(C)C)C1=O)=O	nonbinder1467-inactive
COc1ccc(C(C2O)Sc(cccc3)c3NC2=O)cc1	nonbinder1468-inactive
Cc1nc(N)c(CNC(N(CCCl)N=O)=O)cn1	nonbinder1469-inactive
CCOP(OCC)(Oc1nn(C(C)C)c(Cl)n1)=S	nonbinder1470-inactive
O=C(CCl)c(ccc(Cl)c1)c1Cl	nonbinder1471-inactive
CC(C)CCCC(C)C/C=C/C(/C)=C/C(OCC#C)=O	nonbinder1472-inactive
CC(CC(C(CC1)C(C)(CC2O)C1(C(C)=O)O)C2(C1(C)C=C2)F)C1=CC2=O	nonbinder1473-inactive
O=Cc1cc(cccc2)c2o1	nonbinder1474-inactive
Cc1cc(CC(O)=O)c(C)n1-c(cc1)ccc1Cl	nonbinder1475-inactive
CC(CCc1cc(F)c2)N(C=C3C(O)=O)c1c2C3=O	nonbinder1476-inactive
Nc1c2ncn(C(C3)OC(CO)C3O)c2nc(Cl)n1	nonbinder1477-inactive
CC(CCc(ccc1c2)cc1ccc2OC)=O	nonbinder1478-inactive
CC(COC(C)COC(C=C)=O)OCC(C)OC(C=C)=O	nonbinder1479-inactive
CC(C)(C)c(cc1)ccc1C(CCCCl)=O	nonbinder1480-inactive
CC1(C)C(C=O)=C(C)CCC1	nonbinder1481-inactive
CC(CCC(O)=O)C(CC1)C(C)(CC2)C1C(CC1)C2C(C)(CC2)C1CC2O	nonbinder1482-inactive
CCC(C(OCCN1C(C)C(c2ccccc2)OCC1)=O)c1ccccc1	nonbinder1483-inactive
CN(c(ccc(Cl)c1)c1C(c1ccccc1)=NC1)C1=O	nonbinder1484-inactive
O=C(c1cc(C(Cl)=O)cc(C(Cl)=O)c1)Cl	nonbinder1485-inactive
CNc1ncnc2c1nc[nH]2	nonbinder1486-inactive
CN1CCC(COc(cc(c2c3)ncnc2Nc(ccc(Br)c2)c2F)c3OC)CC1	nonbinder1487-inactive
Cc1c(ccc(N(C)c2ccnc(Nc3cc(S(N)(=O)=O)c(C)cc3)n2)c2)c2nn1C	nonbinder1488-inactive
CC1C(CC2)(C(C)=C(C3)C2C2C3C(C)(CCC(C3)O)C3=CC2)OC2C1NCC(C)C2	nonbinder1489-inactive
CC(C(O)=O)Oc1cc(F)c(CNC(c(cccn2)c2Oc(cc2)cc3c2OCO3)=O)cc1	nonbinder1490-inactive
Cn(cn1)c(Sc2ncnc3c2[nH]cn3)c1[N+]([O-])=O	nonbinder1491-inactive
COc(cc1OC)c(C=O)cc1OC	nonbinder1492-inactive
Cc1c(C(Cl)=O)c(-c(c(Cl)ccc2)c2Cl)no1	nonbinder1493-inactive
CCCC(CC)c1ccccc1	nonbinder1494-inactive
CC1(C)C(C)=CCC1CC=O	nonbinder1495-inactive
CCOc(cc1)cc(s2)c1nc2S(N)(=O)=O	nonbinder1496-inactive
OC(c1cccc(C(F)(F)F)c1)=O	nonbinder1497-inactive
CN(C)c1ccc(/C=C/c(cc2)ccc2[N+]([O-])=O)cc1	nonbinder1499-inactive
CC(C)=CCCC(C)=CC(O)=O	nonbinder1500-inactive
OC(c1cccc(N(Cc2cnccc2)c(cc2)cc(OC(F)F)c2OC(F)F)c1)=O	nonbinder1501-inactive
CC(C)(C(CC1)C2)C1(C)C2=O	nonbinder1502-inactive
CC(C)Nc1nc(SC)nc(N=[N+]=[N-])n1	nonbinder1503-inactive
CC(C(C(C1O)O)O)OC1OC(CC1)C=C(CC2)C1(C)C(CCC1(C)C(CC3)C(C=C4)=COC4=O)C2C13O	nonbinder1504-inactive
CC(C(C(CC1C(CC2)C(C3)C(C)(CC4)C2CC4O)O2)C1(C)C3=O)C21OCC(C)CC1	nonbinder1505-inactive
CC(C1)C(C)(CC(CC2)C(C)=C)C2=CC1=O	nonbinder1506-inactive
CC(CC1)C2(C3)C1C(C)(C)C3C(C)=CC2	nonbinder1507-inactive
CC1(C)OC2(C)CCC1CC2	nonbinder1508-inactive
CCOP(OCC)(OC(c(ccc(Cl)c1)c1Cl)=CCl)=O	nonbinder1509-inactive
CC(C)(C1)CC(C)=CC1O	nonbinder1510-inactive
Cc1cc(O)c(C)c(O)c1C(OC)=O	nonbinder1511-inactive
CCCCCCCCP(O)(O)=O	nonbinder1512-inactive
CCCN(CCC)c(c([N+]([O-])=O)cc(S(C)(=O)=O)c1)c1[N+]([O-])=O	nonbinder1513-inactive
CC1C(C2)C(C)(C)C2CC1	nonbinder1514-inactive
CC(C)C(C(NC(Cc1c(C(CCC2)N3C2C(O)=O)cccc1)C3=O)=O)SC(C)=O	nonbinder1515-inactive
CC(CCC12)(C(CC3)C2=CCc2c1ccc(O)c2)C3=O	nonbinder1516-inactive
CC1(C(CCC23)C3C(C)(C)CCC1)C2=C	nonbinder1517-inactive
CC(CCC(NCC(O)=O)=O)C(CCC1C(C(C2)C(C)(CCC(C3)O)C3C3)C3O)C1(C)C2O	nonbinder1518-inactive
Oc1cc(C(Oc(c-2c(cc3O)C(O4)=O)c3O)=O)c2c4c1O	nonbinder1519-inactive
O=C(c1ncc2occc2c1)NC1C(CC2)CCN2C1	nonbinder1520-inactive
Oc(cc1)cc2c1c(C(Oc1c-3ccc(O)c1)=O)c3o2	nonbinder1521-inactive
Oc1cccc2cc3cccc(O)c3c(O)c12	nonbinder1522-inactive
Oc(cc1O)cc(OC(c2ccccc2)=C2)c1C2=O	nonbinder1523-inactive
Cc1cc(C)c(C(O)=O)c(C)c1	nonbinder1524-inactive
CC(CS)C(CCC1C)CC1S	nonbinder1525-inactive
CC(C(CCC(C)(C=C1)C2=C(C)C1=O)C2O1)C1=O	nonbinder1526-inactive
Oc(c1cccc(O)c11)ccc1O	nonbinder1527-inactive
Cc(cc1C(c2cccc(O)c22)=O)cc(O)c1C2=O	nonbinder1528-inactive
O=C(c(cccc1)c1N1)C1=C1Nc(cccc2)c2C1=O	nonbinder1529-inactive
O=C(CS)Nc1ccccc1	nonbinder1530-inactive
CCC1C(CC2NCCc(cc3OC)c2cc3OC)CC(c(c(CC2)c3)cc(OC)c3OC)N2C1	nonbinder1531-inactive
CCN(C(C=CC)=O)c1c(C)cccc1	nonbinder1532-inactive
[O-][N+](c(cc1[N+]([O-])=O)c(ccc(S(O)(=O)=O)c2)c2c1O)=O	nonbinder1533-inactive
Oc1cc2ccccc2c2ccccc12	nonbinder1534-inactive
COc1c(cco2)c2cc(O2)c1C=CC2=O	nonbinder1535-inactive
NNc(c1ccccc11)nnc1NN	nonbinder1536-inactive
CC(C)(C)NC(Oc1cc(NC(N(C)C)=O)ccc1)=O	nonbinder1537-inactive
OC(C(c1c2cccc1)=O)(C2=O)O	nonbinder1538-inactive
O=C1c(cccc2)c2-c2c1cccc2	nonbinder1539-inactive
CN(C(CC1)c2cnccc2)C1=O	nonbinder1540-inactive
COc1cc(OC(C=C2)=O)c2c(OC)c1	nonbinder1541-inactive
Cc1cc(C)c(C=O)c(C)c1	nonbinder1542-inactive
CC(C1C(CC(O)=O)C(C(O)=O)NC1)=C	nonbinder1543-inactive
CN(C)CCc1c[nH]c(cc2)c1cc2O	nonbinder1544-inactive
CC/C=C/CC1=C(C)CCC1=O	nonbinder1545-inactive
CC(C)C1=CC2=C(C)C=CC2=C(C)C=C1	nonbinder1546-inactive
OC(C1)C(c(cc2)cc(O)c2O)Oc2c1c(O)cc(O)c2	nonbinder1547-inactive
Nc1c(-c2ccccc2)sc(N)n1	nonbinder1548-inactive
C1/C=C/CC/C=C/CC/C=C/C1	nonbinder1549-inactive
COc(cc1)ccc1C1=COc(cc(cc2O)O)c2C1=O	nonbinder1550-inactive
O=C(C(c1ccco1)=O)c1ccco1	nonbinder1551-inactive
CC(C)(CC(C)=O)C1CCCCC1	nonbinder1552-inactive
CN(C)c(cc1)ccc1/N=N/c(cccc1)c1C(O)=O	nonbinder1553-inactive
C1CC(c2cccnc2)NCC1	nonbinder1554-inactive
CC(CC1)Cc2c1c(C)co2	nonbinder1555-inactive
OC(C(Oc1c2cccc1)=CC2=O)=O	nonbinder1556-inactive
Oc1c(/C=N/NC(c2ccncc2)=O)cccc1	nonbinder1557-inactive
COC(CC(/C=C/c(cc1)cc2c1OCO2)O1)=CC1=O	nonbinder1558-inactive
O=C(NC1N2)NC1NC2=O	nonbinder1559-inactive
CC(C)C(C(NC(N)=O)=O)Br	nonbinder1560-inactive
Cc1ccc(ccc(Cl)c2)c2n1	nonbinder1561-inactive
CC(CC(C(CC1)C2C(C)(C=C3)C1=CC3=O)C1(C)CC2O)C1(C)C(OC)=O	nonbinder1563-inactive
CC(C)(C)C(C=Cc(cc1)cc2c1OCO2)O	nonbinder1564-inactive
C(CC1)CCC1N(C1CCCCC1)Sc1nc(cccc2)c2s1	nonbinder1565-inactive
CC(CC1)CCC1C(C)(C)O	nonbinder1566-inactive
NCCCN(CCO)CCO	nonbinder1567-inactive
O=C(CCN1CC(CCC2)N2CC1)N1c(cc(cc2)Cl)c2Sc2c1cccc2	nonbinder1568-inactive
CC(C)c1cc(O)c(C)cc1	nonbinder1569-inactive
OC(c1cccc(C(O)=O)n1)=O	nonbinder1570-inactive
C(CC=CC1)C1c1ccccc1	nonbinder1571-inactive
CN(C)CCN1CCOCC1	nonbinder1572-inactive
[O-][N+](c1ccc(/C=N/O)o1)=O	nonbinder1573-inactive
O=C(c1cnccc1)OCC(COC(c1cnccc1)=O)(COC(c1cnccc1)=O)COC(c1cnccc1)=O	nonbinder1574-inactive
CC(C)c(cc1)cc(C(C)C)c1O	nonbinder1575-inactive
CC(CCCCN(C(c1c(N2C)ncn1C)=O)C2=O)=O	nonbinder1576-inactive
Nc(c(I)cc(I)c1C(N(CCC(O)=O)c2ccccc2)=O)c1I	nonbinder1577-inactive
CC(C(C(N(CC1NC11)C1(C1COC(N)=O)OC)=C1C1=O)=O)=C1N	nonbinder1578-inactive
CC(C)C(C)/C=C/C(C)C(CC1)C(C)(CCC2)C1/C2=C/C=C(\CC(CC1)O)/C1=C	nonbinder1579-inactive
CC(CC1O)(C(CC2)C(CC3)C1C(C)(C=C1)C3=CC1=O)C2(C(CO)=O)O	nonbinder1580-inactive
CC(CC1)(C(CC2)C(CC3)C1c(cc1)c3cc1O)C2O	nonbinder1581-inactive
ClC(C(c(cc1)ccc1Cl)c(cc1)ccc1Cl)(Cl)Cl	nonbinder1582-inactive
OC(c(c(Cl)ccc1Cl)c1Cl)=O	nonbinder1583-inactive
c1cc2cc3ccc(cccc4cc5)c4c3c5c2cc1	nonbinder1584-inactive
CCCCC(C(N(c1ccccc1)N1c2ccccc2)=O)C1=O	nonbinder1585-inactive
O=C(c1c2cccc1)N(C(CCC(N1)=O)C1=O)C2=O	nonbinder1586-inactive
OC(c1cccc(Cl)c1Cl)=O	nonbinder1588-inactive
[O-][N+](c(cc1)cc(Cl)c1NC(c(cc(cc1)Cl)c1O)=O)=O	nonbinder1589-inactive
